"","sound","amusement","anger","disgust","effort","fear","joy","pain","pleasure","sadness","no_reps","shown","rated","skipped","num.em","real.em","context","call","duration","sex","emotion","correct"
"20","ut_anger_55-m-roar-with-effort.mp3",0,9.38235294117647,2.35294117647059,58.0882352941176,0,0,4.58823529411765,2.41176470588235,0.205882352941176,1.23529411764706,34,33,1,1.3030303030303,"anger","smash_comp","roar",1.025,"AM","effort",FALSE
"21","ut_anger_58-m-roar.mp3",0,23.7105263157895,2.28947368421053,2.55263157894737,31.9473684210526,0,14.6842105263158,0,0,1.42105263157895,38,34,4,1.29411764705882,"anger","curse_cheater","roar",0.593,"AM","fear",FALSE
"22","ut_anger_59-m-roar.mp3",0,23.1707317073171,1.80487804878049,11.7073170731707,17.1951219512195,4.8780487804878,22.9756097560976,0.292682926829268,0,1.36585365853659,41,37,4,1.48648648648649,"anger","smash_comp","roar",0.996,"AM","anger",TRUE
"23","ut_anger_61-m-roar-curse.mp3",0.59375,25.34375,1.8125,3.5625,26.1875,0,15.21875,0.84375,0,1.5,32,30,2,1.43333333333333,"anger","curse_cheater","roar",0.858,"AM","fear",FALSE
"24","ut_anger_62-m-growl.mp3",0,21.953488372093,1.23255813953488,10.7906976744186,0,0,1.30232558139535,0,0,1.90697674418605,43,27,16,1.11111111111111,"anger","smash_comp","roar",0.576,"AM","anger",TRUE
"25","ut_anger_64-m-roar-overdrive.mp3",0,42.2162162162162,7.97297297297297,10.0540540540541,5.08108108108108,0,2.21621621621622,0,0,1.37837837837838,37,28,9,1.39285714285714,"anger","smash_comp","roar",0.95,"AM","anger",TRUE
"26","ut_disgust_03.mp3",0,0.964285714285714,35.9642857142857,15.2857142857143,0,1.35714285714286,6.67857142857143,5.53571428571429,5.32142857142857,1.39285714285714,28,26,2,1.57692307692308,"disgust","stromming","tone",1.535,"AM","disgust",TRUE
"27","ut_disgust_04.mp3",2.85714285714286,0.485714285714286,0,26.0285714285714,0.942857142857143,2.74285714285714,5.48571428571429,12.8857142857143,0.342857142857143,1.71428571428571,35,33,2,1.21212121212121,"disgust","stromming","grunt",0.65,"AM","effort",FALSE
"28","ut_disgust_10-1.mp3",1.28571428571429,23.5714285714286,5.28571428571429,24.8857142857143,1.74285714285714,0.628571428571429,7.77142857142857,3.11428571428571,0,1.54285714285714,35,33,2,1.42424242424242,"disgust","stromming","roar",0.586,"AM","effort",FALSE
"29","ut_disgust_10-2.mp3",0,1.19047619047619,50.6904761904762,6.80952380952381,0,0,9.69047619047619,0,0,1.35714285714286,42,40,2,1.1,"disgust","stromming","tone",0.529,"AM","disgust",TRUE
"30","ut_disgust_12.mp3",0,2.5,40.5714285714286,18.7857142857143,0,0,1.17857142857143,6.14285714285714,0.535714285714286,1.17857142857143,28,27,1,1.25925925925926,"disgust","stromming","grunt",1.652,"AM","disgust",TRUE
"31","ut_disgust_16-f.mp3",0,0,83.3333333333333,0,0,0,0,0,0,1.66666666666667,33,32,1,1,"disgust","baby_food","tone",0.73,"OTHER","disgust",TRUE
"32","ut_disgust_17-f.mp3",0,3.05555555555556,25.1666666666667,7.41666666666667,0,0,8.02777777777778,0,12.4444444444444,1.63888888888889,36,32,4,1.21875,"disgust","baby_food","grunt",1.111,"OTHER","disgust",TRUE
"33","ut_disgust_18-f.mp3",0,1.79411764705882,4.5,12,0,0,17.8529411764706,11.7941176470588,6.35294117647059,1.64705882352941,34,32,2,1.25,"disgust","baby_food","tone",0.645,"OTHER","pain",FALSE
"34","ut_disgust_19-f-scream.mp3",0,20.9354838709677,0,5.29032258064516,47.5161290322581,0,17.3225806451613,0,2.80645161290323,1.54838709677419,31,30,1,1.53333333333333,"disgust","baby_food","tone",0.625,"OTHER","fear",FALSE
